ID_Pago,ID_Poliza,Fecha_Pago,Monto_Pago,Estado_Pago,Metodo_Pago
PAG-04719,POL-0595,2025-09-03,95.42,Completado,Transferencia
PAG-04720,POL-0595,2025-10-03,95.42,Completado,Transferencia
PAG-04721,POL-0596,2024-07-24,93.84,Completado,Efectivo
PAG-04722,POL-0596,2024-08-23,93.84,Completado,Transferencia
PAG-04723,POL-0596,2024-09-22,93.84,Pendiente,Transferencia
PAG-04724,POL-0596,2024-10-22,93.84,Completado,Transferencia
PAG-04725,POL-0596,2024-11-21,93.84,Completado,Tarjeta
PAG-04726,POL-0596,2024-12-21,93.84,Completado,Transferencia
PAG-04727,POL-0596,2025-01-20,93.84,Completado,Transferencia
PAG-04728,POL-0596,2025-02-19,93.84,Completado,Transferencia
PAG-04729,POL-0596,2025-03-21,93.84,Pendiente,Tarjeta
PAG-04730,POL-0596,2025-04-20,93.84,Completado,Efectivo
PAG-04731,POL-0596,2025-05-20,93.84,Completado,Tarjeta
PAG-04732,POL-0596,2025-06-19,93.84,Completado,Tarjeta
PAG-04733,POL-0596,2025-07-19,93.84,Completado,Efectivo
PAG-04734,POL-0597,2024-07-21,220.34,Completado,Tarjeta
PAG-04735,POL-0597,2024-08-20,220.34,Completado,Efectivo
PAG-04736,POL-0597,2024-09-19,220.34,Completado,Efectivo
PAG-04737,POL-0597,2024-10-19,220.34,Completado,Efectivo
PAG-04738,POL-0597,2024-11-18,220.34,Completado,Transferencia
PAG-04739,POL-0597,2024-12-18,220.34,Completado,Transferencia
PAG-04740,POL-0597,2025-01-17,220.34,Completado,Transferencia
PAG-04741,POL-0597,2025-02-16,220.34,Completado,Transferencia
PAG-04742,POL-0597,2025-03-18,220.34,Completado,Efectivo
PAG-04743,POL-0597,2025-04-17,220.34,Completado,Transferencia
PAG-04744,POL-0597,2025-05-17,220.34,Completado,Efectivo
PAG-04745,POL-0597,2025-06-16,220.34,Completado,Tarjeta
PAG-04746,POL-0597,2025-07-16,220.34,Completado,Efectivo
PAG-04747,POL-0598,2025-04-27,163.03,Completado,Tarjeta
PAG-04748,POL-0598,2025-05-27,163.03,Completado,Tarjeta
PAG-04749,POL-0598,2025-06-26,163.03,Completado,Efectivo
PAG-04750,POL-0598,2025-07-26,163.03,Completado,Transferencia
PAG-04751,POL-0598,2025-08-25,163.03,Completado,Transferencia
PAG-04752,POL-0598,2025-09-24,163.03,Completado,Efectivo
PAG-04753,POL-0600,2024-08-26,71.12,Completado,Efectivo
PAG-04754,POL-0600,2024-09-25,71.12,Completado,Tarjeta
PAG-04755,POL-0600,2024-10-25,71.12,Completado,Tarjeta
PAG-04756,POL-0600,2024-11-24,71.12,Pendiente,Efectivo
PAG-04757,POL-0600,2024-12-24,71.12,Completado,Efectivo
PAG-04758,POL-0600,2025-01-23,71.12,Completado,Efectivo
PAG-04759,POL-0600,2025-02-22,71.12,Completado,Efectivo
PAG-04760,POL-0600,2025-03-24,71.12,Completado,Transferencia
PAG-04761,POL-0600,2025-04-23,71.12,Completado,Tarjeta
PAG-04762,POL-0600,2025-05-23,71.12,Pendiente,Tarjeta
PAG-04763,POL-0600,2025-06-22,71.12,Completado,Efectivo
PAG-04764,POL-0600,2025-07-22,71.12,Completado,Transferencia
PAG-04765,POL-0600,2025-08-21,71.12,Completado,Efectivo
PAG-04766,POL-0601,2024-05-26,168.43,Completado,Efectivo
PAG-04767,POL-0601,2024-06-25,168.43,Completado,Efectivo
PAG-04768,POL-0601,2024-07-25,168.43,Completado,Tarjeta
PAG-04769,POL-0601,2024-08-24,168.43,Completado,Transferencia
PAG-04770,POL-0601,2024-09-23,168.43,Completado,Tarjeta
PAG-04771,POL-0601,2024-10-23,168.43,Pendiente,Tarjeta
PAG-04772,POL-0601,2024-11-22,168.43,Completado,Efectivo
PAG-04773,POL-0601,2024-12-22,168.43,Completado,Transferencia
PAG-04774,POL-0601,2025-01-21,168.43,Pendiente,Tarjeta
PAG-04775,POL-0601,2025-02-20,168.43,Completado,Transferencia
PAG-04776,POL-0601,2025-03-22,168.43,Completado,Transferencia
PAG-04777,POL-0601,2025-04-21,168.43,Completado,Transferencia
PAG-04778,POL-0601,2025-05-21,168.43,Completado,Tarjeta
PAG-04779,POL-0602,2025-01-07,139.71,Completado,Transferencia
PAG-04780,POL-0602,2025-02-06,139.71,Completado,Transferencia
PAG-04781,POL-0602,2025-03-08,139.71,Completado,Transferencia
PAG-04782,POL-0602,2025-04-07,139.71,Completado,Transferencia
PAG-04783,POL-0602,2025-05-07,139.71,Completado,Tarjeta
PAG-04784,POL-0602,2025-06-06,139.71,Completado,Efectivo
PAG-04785,POL-0602,2025-07-06,139.71,Completado,Transferencia
PAG-04786,POL-0602,2025-08-05,139.71,Completado,Transferencia
PAG-04787,POL-0602,2025-09-04,139.71,Completado,Efectivo
PAG-04788,POL-0602,2025-10-04,139.71,Completado,Tarjeta
PAG-04789,POL-0603,2025-02-09,284.34,Completado,Efectivo
PAG-04790,POL-0603,2025-03-11,284.34,Completado,Tarjeta
PAG-04791,POL-0603,2025-04-10,284.34,Pendiente,Transferencia
PAG-04792,POL-0603,2025-05-10,284.34,Completado,Transferencia
PAG-04793,POL-0603,2025-06-09,284.34,Completado,Transferencia
PAG-04794,POL-0603,2025-07-09,284.34,Completado,Efectivo
PAG-04795,POL-0603,2025-08-08,284.34,Completado,Efectivo
PAG-04796,POL-0603,2025-09-07,284.34,Completado,Tarjeta
PAG-04797,POL-0603,2025-10-07,284.34,Completado,Efectivo
PAG-04798,POL-0604,2023-11-23,160.23,Completado,Tarjeta
PAG-04799,POL-0604,2023-12-23,160.23,Completado,Efectivo
PAG-04800,POL-0604,2024-01-22,160.23,Completado,Tarjeta
PAG-04801,POL-0604,2024-02-21,160.23,Completado,Transferencia
PAG-04802,POL-0604,2024-03-22,160.23,Completado,Transferencia
PAG-04803,POL-0604,2024-04-21,160.23,Completado,Efectivo
PAG-04804,POL-0604,2024-05-21,160.23,Completado,Efectivo
PAG-04805,POL-0604,2024-06-20,160.23,Completado,Tarjeta
PAG-04806,POL-0604,2024-07-20,160.23,Pendiente,Tarjeta
PAG-04807,POL-0604,2024-08-19,160.23,Completado,Efectivo
PAG-04808,POL-0604,2024-09-18,160.23,Pendiente,Transferencia
PAG-04809,POL-0604,2024-10-18,160.23,Completado,Efectivo
PAG-04810,POL-0604,2024-11-17,160.23,Completado,Transferencia
PAG-04811,POL-0605,2024-04-15,281.02,Completado,Efectivo
PAG-04812,POL-0605,2024-05-15,281.02,Completado,Tarjeta
PAG-04813,POL-0605,2024-06-14,281.02,Pendiente,Efectivo
PAG-04814,POL-0605,2024-07-14,281.02,Pendiente,Efectivo
PAG-04815,POL-0605,2024-08-13,281.02,Completado,Transferencia
PAG-04816,POL-0605,2024-09-12,281.02,Completado,Transferencia
PAG-04817,POL-0605,2024-10-12,281.02,Completado,Transferencia
PAG-04818,POL-0605,2024-11-11,281.02,Completado,Tarjeta
PAG-04819,POL-0605,2024-12-11,281.02,Completado,Efectivo
PAG-04820,POL-0605,2025-01-10,281.02,Completado,Transferencia
PAG-04821,POL-0605,2025-02-09,281.02,Completado,Efectivo
PAG-04822,POL-0605,2025-03-11,281.02,Completado,Transferencia
PAG-04823,POL-0605,2025-04-10,281.02,Completado,Efectivo
PAG-04824,POL-0607,2025-04-29,62.5,Completado,Tarjeta
PAG-04825,POL-0607,2025-05-29,62.5,Completado,Tarjeta
PAG-04826,POL-0607,2025-06-28,62.5,Completado,Efectivo
PAG-04827,POL-0607,2025-07-28,62.5,Completado,Efectivo
PAG-04828,POL-0607,2025-08-27,62.5,Completado,Tarjeta
PAG-04829,POL-0607,2025-09-26,62.5,Completado,Efectivo
PAG-04830,POL-0608,2024-09-05,191.4,Pendiente,Tarjeta
PAG-04831,POL-0608,2024-10-05,191.4,Completado,Efectivo
PAG-04832,POL-0608,2024-11-04,191.4,Completado,Efectivo
PAG-04833,POL-0608,2024-12-04,191.4,Completado,Transferencia
PAG-04834,POL-0608,2025-01-03,191.4,Completado,Efectivo
PAG-04835,POL-0608,2025-02-02,191.4,Completado,Tarjeta
PAG-04836,POL-0608,2025-03-04,191.4,Pendiente,Efectivo
PAG-04837,POL-0608,2025-04-03,191.4,Completado,Efectivo
PAG-04838,POL-0608,2025-05-03,191.4,Completado,Transferencia
PAG-04839,POL-0608,2025-06-02,191.4,Completado,Tarjeta
PAG-04840,POL-0608,2025-07-02,191.4,Completado,Efectivo
PAG-04841,POL-0608,2025-08-01,191.4,Completado,Transferencia
PAG-04842,POL-0608,2025-08-31,191.4,Completado,Efectivo
PAG-04843,POL-0611,2025-08-25,298.52,Completado,Transferencia
PAG-04844,POL-0611,2025-09-24,298.52,Completado,Tarjeta
PAG-04845,POL-0612,2025-02-17,206.02,Completado,Efectivo
PAG-04846,POL-0612,2025-03-19,206.02,Completado,Efectivo
PAG-04847,POL-0612,2025-04-18,206.02,Completado,Tarjeta
PAG-04848,POL-0612,2025-05-18,206.02,Completado,Tarjeta
PAG-04849,POL-0612,2025-06-17,206.02,Completado,Tarjeta
PAG-04850,POL-0612,2025-07-17,206.02,Completado,Tarjeta
PAG-04851,POL-0612,2025-08-16,206.02,Completado,Tarjeta
PAG-04852,POL-0612,2025-09-15,206.02,Completado,Transferencia
PAG-04853,POL-0612,2025-10-15,206.02,Completado,Transferencia
PAG-04854,POL-0613,2024-10-25,294.03,Completado,Tarjeta
PAG-04855,POL-0613,2024-11-24,294.03,Completado,Transferencia
PAG-04856,POL-0613,2024-12-24,294.03,Completado,Tarjeta
PAG-04857,POL-0613,2025-01-23,294.03,Completado,Transferencia
PAG-04858,POL-0613,2025-02-22,294.03,Pendiente,Tarjeta
PAG-04859,POL-0613,2025-03-24,294.03,Completado,Transferencia
PAG-04860,POL-0613,2025-04-23,294.03,Completado,Transferencia
PAG-04861,POL-0613,2025-05-23,294.03,Completado,Tarjeta
PAG-04862,POL-0613,2025-06-22,294.03,Completado,Efectivo
PAG-04863,POL-0613,2025-07-22,294.03,Pendiente,Efectivo
PAG-04864,POL-0613,2025-08-21,294.03,Completado,Efectivo
PAG-04865,POL-0613,2025-09-20,294.03,Completado,Transferencia
PAG-04866,POL-0613,2025-10-20,294.03,Pendiente,Tarjeta
PAG-04867,POL-0614,2024-02-05,165.1,Completado,Transferencia
PAG-04868,POL-0614,2024-03-06,165.1,Completado,Tarjeta
PAG-04869,POL-0614,2024-04-05,165.1,Completado,Transferencia
PAG-04870,POL-0614,2024-05-05,165.1,Pendiente,Tarjeta
PAG-04871,POL-0614,2024-06-04,165.1,Completado,Efectivo
PAG-04872,POL-0614,2024-07-04,165.1,Completado,Efectivo
PAG-04873,POL-0614,2024-08-03,165.1,Completado,Efectivo
PAG-04874,POL-0614,2024-09-02,165.1,Completado,Tarjeta
PAG-04875,POL-0614,2024-10-02,165.1,Completado,Transferencia
PAG-04876,POL-0614,2024-11-01,165.1,Completado,Tarjeta
PAG-04877,POL-0614,2024-12-01,165.1,Completado,Efectivo
PAG-04878,POL-0614,2024-12-31,165.1,Completado,Tarjeta
PAG-04879,POL-0614,2025-01-30,165.1,Completado,Tarjeta
PAG-04880,POL-0615,2025-05-09,139.38,Completado,Tarjeta
PAG-04881,POL-0615,2025-06-08,139.38,Completado,Transferencia
PAG-04882,POL-0615,2025-07-08,139.38,Completado,Efectivo
PAG-04883,POL-0615,2025-08-07,139.38,Completado,Transferencia
PAG-04884,POL-0615,2025-09-06,139.38,Pendiente,Tarjeta
PAG-04885,POL-0615,2025-10-06,139.38,Completado,Transferencia
PAG-04886,POL-0616,2024-02-24,237.84,Completado,Tarjeta
PAG-04887,POL-0616,2024-03-25,237.84,Completado,Efectivo
PAG-04888,POL-0616,2024-04-24,237.84,Completado,Tarjeta
PAG-04889,POL-0616,2024-05-24,237.84,Pendiente,Tarjeta
PAG-04890,POL-0616,2024-06-23,237.84,Completado,Tarjeta
PAG-04891,POL-0616,2024-07-23,237.84,Completado,Efectivo
PAG-04892,POL-0616,2024-08-22,237.84,Completado,Efectivo
PAG-04893,POL-0616,2024-09-21,237.84,Completado,Tarjeta
PAG-04894,POL-0616,2024-10-21,237.84,Completado,Tarjeta
PAG-04895,POL-0616,2024-11-20,237.84,Pendiente,Transferencia
PAG-04896,POL-0616,2024-12-20,237.84,Pendiente,Tarjeta
PAG-04897,POL-0616,2025-01-19,237.84,Completado,Transferencia
PAG-04898,POL-0616,2025-02-18,237.84,Completado,Transferencia
PAG-04899,POL-0617,2024-07-13,211.34,Pendiente,Tarjeta
PAG-04900,POL-0617,2024-08-12,211.34,Completado,Tarjeta
PAG-04901,POL-0617,2024-09-11,211.34,Completado,Tarjeta
PAG-04902,POL-0617,2024-10-11,211.34,Completado,Tarjeta
PAG-04903,POL-0617,2024-11-10,211.34,Completado,Efectivo
PAG-04904,POL-0617,2024-12-10,211.34,Completado,Efectivo
PAG-04905,POL-0617,2025-01-09,211.34,Completado,Tarjeta
PAG-04906,POL-0617,2025-02-08,211.34,Completado,Tarjeta
PAG-04907,POL-0617,2025-03-10,211.34,Completado,Efectivo
PAG-04908,POL-0617,2025-04-09,211.34,Completado,Tarjeta
PAG-04909,POL-0617,2025-05-09,211.34,Completado,Tarjeta
PAG-04910,POL-0617,2025-06-08,211.34,Completado,Transferencia
PAG-04911,POL-0617,2025-07-08,211.34,Completado,Efectivo
PAG-04912,POL-0619,2024-03-09,223.87,Pendiente,Tarjeta
PAG-04913,POL-0619,2024-04-08,223.87,Completado,Transferencia
PAG-04914,POL-0619,2024-05-08,223.87,Completado,Tarjeta
PAG-04915,POL-0619,2024-06-07,223.87,Completado,Tarjeta
PAG-04916,POL-0619,2024-07-07,223.87,Completado,Transferencia
PAG-04917,POL-0619,2024-08-06,223.87,Completado,Tarjeta
PAG-04918,POL-0619,2024-09-05,223.87,Completado,Efectivo
PAG-04919,POL-0619,2024-10-05,223.87,Completado,Transferencia
PAG-04920,POL-0619,2024-11-04,223.87,Completado,Tarjeta
PAG-04921,POL-0619,2024-12-04,223.87,Completado,Efectivo
PAG-04922,POL-0619,2025-01-03,223.87,Completado,Transferencia
PAG-04923,POL-0619,2025-02-02,223.87,Completado,Tarjeta
PAG-04924,POL-0619,2025-03-04,223.87,Completado,Transferencia
PAG-04925,POL-0620,2024-10-30,123.31,Completado,Tarjeta
PAG-04926,POL-0620,2024-11-29,123.31,Completado,Efectivo
PAG-04927,POL-0620,2024-12-29,123.31,Completado,Efectivo
PAG-04928,POL-0620,2025-01-28,123.31,Completado,Efectivo
PAG-04929,POL-0620,2025-02-27,123.31,Completado,Efectivo
PAG-04930,POL-0620,2025-03-29,123.31,Pendiente,Efectivo
PAG-04931,POL-0620,2025-04-28,123.31,Completado,Efectivo
PAG-04932,POL-0620,2025-05-28,123.31,Completado,Transferencia
PAG-04933,POL-0620,2025-06-27,123.31,Completado,Efectivo
PAG-04934,POL-0620,2025-07-27,123.31,Completado,Efectivo
PAG-04935,POL-0620,2025-08-26,123.31,Completado,Efectivo
PAG-04936,POL-0620,2025-09-25,123.31,Completado,Transferencia
PAG-04937,POL-0621,2025-05-23,78.27,Completado,Efectivo
PAG-04938,POL-0621,2025-06-22,78.27,Completado,Efectivo
PAG-04939,POL-0621,2025-07-22,78.27,Completado,Efectivo
PAG-04940,POL-0621,2025-08-21,78.27,Completado,Tarjeta
PAG-04941,POL-0621,2025-09-20,78.27,Completado,Efectivo
PAG-04942,POL-0621,2025-10-20,78.27,Completado,Tarjeta
PAG-04943,POL-0622,2024-08-28,93.62,Completado,Efectivo
PAG-04944,POL-0622,2024-09-27,93.62,Completado,Tarjeta
PAG-04945,POL-0622,2024-10-27,93.62,Pendiente,Transferencia
PAG-04946,POL-0622,2024-11-26,93.62,Completado,Tarjeta
PAG-04947,POL-0622,2024-12-26,93.62,Completado,Tarjeta
PAG-04948,POL-0622,2025-01-25,93.62,Completado,Efectivo
PAG-04949,POL-0622,2025-02-24,93.62,Pendiente,Tarjeta
PAG-04950,POL-0622,2025-03-26,93.62,Completado,Tarjeta
PAG-04951,POL-0622,2025-04-25,93.62,Completado,Efectivo
PAG-04952,POL-0622,2025-05-25,93.62,Completado,Tarjeta
PAG-04953,POL-0622,2025-06-24,93.62,Completado,Efectivo
PAG-04954,POL-0622,2025-07-24,93.62,Completado,Efectivo
PAG-04955,POL-0622,2025-08-23,93.62,Completado,Efectivo
PAG-04956,POL-0623,2024-08-17,299.14,Completado,Tarjeta
PAG-04957,POL-0623,2024-09-16,299.14,Completado,Transferencia
PAG-04958,POL-0623,2024-10-16,299.14,Completado,Transferencia
PAG-04959,POL-0623,2024-11-15,299.14,Completado,Transferencia
PAG-04960,POL-0623,2024-12-15,299.14,Completado,Tarjeta
PAG-04961,POL-0623,2025-01-14,299.14,Completado,Efectivo
PAG-04962,POL-0623,2025-02-13,299.14,Completado,Tarjeta
PAG-04963,POL-0623,2025-03-15,299.14,Completado,Tarjeta
PAG-04964,POL-0623,2025-04-14,299.14,Completado,Efectivo
PAG-04965,POL-0623,2025-05-14,299.14,Pendiente,Efectivo
PAG-04966,POL-0623,2025-06-13,299.14,Completado,Tarjeta
PAG-04967,POL-0623,2025-07-13,299.14,Completado,Transferencia
PAG-04968,POL-0623,2025-08-12,299.14,Completado,Transferencia
PAG-04969,POL-0624,2025-06-04,275.7,Completado,Transferencia
PAG-04970,POL-0624,2025-07-04,275.7,Completado,Transferencia
PAG-04971,POL-0624,2025-08-03,275.7,Completado,Transferencia
PAG-04972,POL-0624,2025-09-02,275.7,Completado,Tarjeta
PAG-04973,POL-0624,2025-10-02,275.7,Completado,Efectivo
PAG-04974,POL-0625,2024-05-25,118.03,Completado,Transferencia
PAG-04975,POL-0625,2024-06-24,118.03,Completado,Efectivo
PAG-04976,POL-0625,2024-07-24,118.03,Completado,Efectivo
PAG-04977,POL-0625,2024-08-23,118.03,Completado,Transferencia
PAG-04978,POL-0625,2024-09-22,118.03,Completado,Tarjeta
PAG-04979,POL-0625,2024-10-22,118.03,Completado,Transferencia
PAG-04980,POL-0625,2024-11-21,118.03,Completado,Efectivo
PAG-04981,POL-0625,2024-12-21,118.03,Completado,Tarjeta
PAG-04982,POL-0625,2025-01-20,118.03,Completado,Efectivo
PAG-04983,POL-0625,2025-02-19,118.03,Pendiente,Transferencia
PAG-04984,POL-0625,2025-03-21,118.03,Completado,Transferencia
PAG-04985,POL-0625,2025-04-20,118.03,Completado,Efectivo
PAG-04986,POL-0625,2025-05-20,118.03,Completado,Efectivo
PAG-04987,POL-0626,2025-06-02,106.52,Completado,Efectivo
PAG-04988,POL-0626,2025-07-02,106.52,Completado,Tarjeta
PAG-04989,POL-0626,2025-08-01,106.52,Completado,Tarjeta
PAG-04990,POL-0626,2025-08-31,106.52,Pendiente,Transferencia
PAG-04991,POL-0626,2025-09-30,106.52,Completado,Tarjeta
PAG-04992,POL-0627,2025-05-28,76.8,Completado,Efectivo
PAG-04993,POL-0627,2025-06-27,76.8,Completado,Efectivo
PAG-04994,POL-0627,2025-07-27,76.8,Completado,Transferencia
PAG-04995,POL-0627,2025-08-26,76.8,Pendiente,Tarjeta
PAG-04996,POL-0627,2025-09-25,76.8,Pendiente,Tarjeta
PAG-04997,POL-0628,2024-01-05,198.95,Completado,Tarjeta
PAG-04998,POL-0628,2024-02-04,198.95,Completado,Efectivo
PAG-04999,POL-0628,2024-03-05,198.95,Completado,Efectivo
PAG-05000,POL-0628,2024-04-04,198.95,Completado,Tarjeta
PAG-05001,POL-0628,2024-05-04,198.95,Pendiente,Tarjeta
PAG-05002,POL-0628,2024-06-03,198.95,Completado,Efectivo
PAG-05003,POL-0628,2024-07-03,198.95,Completado,Transferencia
PAG-05004,POL-0628,2024-08-02,198.95,Completado,Efectivo
PAG-05005,POL-0628,2024-09-01,198.95,Completado,Transferencia
PAG-05006,POL-0628,2024-10-01,198.95,Completado,Efectivo
PAG-05007,POL-0628,2024-10-31,198.95,Completado,Transferencia
PAG-05008,POL-0628,2024-11-30,198.95,Pendiente,Tarjeta
PAG-05009,POL-0628,2024-12-30,198.95,Completado,Transferencia
PAG-05010,POL-0629,2024-06-16,107.27,Completado,Efectivo
PAG-05011,POL-0629,2024-07-16,107.27,Completado,Tarjeta
PAG-05012,POL-0629,2024-08-15,107.27,Completado,Efectivo
PAG-05013,POL-0629,2024-09-14,107.27,Pendiente,Transferencia
PAG-05014,POL-0629,2024-10-14,107.27,Completado,Transferencia
PAG-05015,POL-0629,2024-11-13,107.27,Completado,Efectivo
PAG-05016,POL-0629,2024-12-13,107.27,Completado,Tarjeta
PAG-05017,POL-0629,2025-01-12,107.27,Completado,Efectivo
PAG-05018,POL-0629,2025-02-11,107.27,Completado,Tarjeta
PAG-05019,POL-0629,2025-03-13,107.27,Completado,Tarjeta
PAG-05020,POL-0629,2025-04-12,107.27,Completado,Transferencia
PAG-05021,POL-0629,2025-05-12,107.27,Completado,Efectivo
PAG-05022,POL-0629,2025-06-11,107.27,Completado,Efectivo
PAG-05023,POL-0630,2024-08-05,203.85,Completado,Efectivo
PAG-05024,POL-0630,2024-09-04,203.85,Completado,Tarjeta
PAG-05025,POL-0630,2024-10-04,203.85,Completado,Transferencia
PAG-05026,POL-0630,2024-11-03,203.85,Completado,Efectivo
PAG-05027,POL-0630,2024-12-03,203.85,Completado,Transferencia
PAG-05028,POL-0630,2025-01-02,203.85,Pendiente,Tarjeta
PAG-05029,POL-0630,2025-02-01,203.85,Completado,Tarjeta
PAG-05030,POL-0630,2025-03-03,203.85,Completado,Transferencia
PAG-05031,POL-0630,2025-04-02,203.85,Completado,Efectivo
PAG-05032,POL-0630,2025-05-02,203.85,Completado,Tarjeta
PAG-05033,POL-0630,2025-06-01,203.85,Completado,Efectivo
PAG-05034,POL-0630,2025-07-01,203.85,Completado,Transferencia
PAG-05035,POL-0630,2025-07-31,203.85,Completado,Efectivo
PAG-05036,POL-0631,2025-05-26,298.8,Completado,Tarjeta
PAG-05037,POL-0631,2025-06-25,298.8,Completado,Transferencia
PAG-05038,POL-0631,2025-07-25,298.8,Pendiente,Tarjeta
PAG-05039,POL-0631,2025-08-24,298.8,Completado,Efectivo
PAG-05040,POL-0631,2025-09-23,298.8,Completado,Efectivo
PAG-05041,POL-0632,2025-07-31,274.48,Completado,Transferencia
PAG-05042,POL-0632,2025-08-30,274.48,Completado,Transferencia
PAG-05043,POL-0632,2025-09-29,274.48,Completado,Transferencia
PAG-05044,POL-0635,2024-09-14,81.81,Completado,Transferencia
PAG-05045,POL-0635,2024-10-14,81.81,Completado,Tarjeta
PAG-05046,POL-0635,2024-11-13,81.81,Pendiente,Transferencia
PAG-05047,POL-0635,2024-12-13,81.81,Completado,Transferencia
PAG-05048,POL-0635,2025-01-12,81.81,Completado,Tarjeta
PAG-05049,POL-0635,2025-02-11,81.81,Completado,Transferencia
PAG-05050,POL-0635,2025-03-13,81.81,Pendiente,Efectivo
PAG-05051,POL-0635,2025-04-12,81.81,Completado,Tarjeta
PAG-05052,POL-0635,2025-05-12,81.81,Pendiente,Tarjeta
PAG-05053,POL-0635,2025-06-11,81.81,Completado,Transferencia
PAG-05054,POL-0635,2025-07-11,81.81,Completado,Efectivo
PAG-05055,POL-0635,2025-08-10,81.81,Completado,Efectivo
PAG-05056,POL-0635,2025-09-09,81.81,Completado,Transferencia
PAG-05057,POL-0637,2024-12-20,226.19,Completado,Tarjeta
PAG-05058,POL-0637,2025-01-19,226.19,Completado,Tarjeta
PAG-05059,POL-0637,2025-02-18,226.19,Completado,Tarjeta
PAG-05060,POL-0637,2025-03-20,226.19,Completado,Tarjeta
PAG-05061,POL-0637,2025-04-19,226.19,Completado,Transferencia
PAG-05062,POL-0637,2025-05-19,226.19,Completado,Efectivo
PAG-05063,POL-0637,2025-06-18,226.19,Completado,Efectivo
PAG-05064,POL-0637,2025-07-18,226.19,Pendiente,Transferencia
PAG-05065,POL-0637,2025-08-17,226.19,Completado,Efectivo
PAG-05066,POL-0637,2025-09-16,226.19,Completado,Tarjeta
PAG-05067,POL-0637,2025-10-16,226.19,Completado,Tarjeta
PAG-05068,POL-0638,2024-09-21,163.52,Completado,Tarjeta
PAG-05069,POL-0638,2024-10-21,163.52,Completado,Efectivo
PAG-05070,POL-0638,2024-11-20,163.52,Completado,Transferencia
PAG-05071,POL-0638,2024-12-20,163.52,Completado,Efectivo
PAG-05072,POL-0638,2025-01-19,163.52,Completado,Tarjeta
PAG-05073,POL-0638,2025-02-18,163.52,Completado,Transferencia
PAG-05074,POL-0638,2025-03-20,163.52,Completado,Tarjeta
PAG-05075,POL-0638,2025-04-19,163.52,Completado,Transferencia
PAG-05076,POL-0638,2025-05-19,163.52,Completado,Tarjeta
PAG-05077,POL-0638,2025-06-18,163.52,Completado,Tarjeta
PAG-05078,POL-0638,2025-07-18,163.52,Completado,Transferencia
PAG-05079,POL-0638,2025-08-17,163.52,Completado,Tarjeta
PAG-05080,POL-0638,2025-09-16,163.52,Completado,Tarjeta
PAG-05081,POL-0640,2025-06-30,208.27,Completado,Tarjeta
PAG-05082,POL-0640,2025-07-30,208.27,Completado,Efectivo
PAG-05083,POL-0640,2025-08-29,208.27,Pendiente,Transferencia
PAG-05084,POL-0640,2025-09-28,208.27,Completado,Tarjeta
PAG-05085,POL-0641,2025-02-22,258.96,Completado,Transferencia
PAG-05086,POL-0641,2025-03-24,258.96,Completado,Tarjeta
PAG-05087,POL-0641,2025-04-23,258.96,Completado,Efectivo
PAG-05088,POL-0641,2025-05-23,258.96,Completado,Transferencia
PAG-05089,POL-0641,2025-06-22,258.96,Completado,Transferencia
PAG-05090,POL-0641,2025-07-22,258.96,Completado,Efectivo
PAG-05091,POL-0641,2025-08-21,258.96,Completado,Efectivo
PAG-05092,POL-0641,2025-09-20,258.96,Completado,Tarjeta
PAG-05093,POL-0641,2025-10-20,258.96,Completado,Transferencia
PAG-05094,POL-0642,2024-08-03,178.18,Completado,Transferencia
PAG-05095,POL-0642,2024-09-02,178.18,Completado,Efectivo
PAG-05096,POL-0642,2024-10-02,178.18,Pendiente,Transferencia
PAG-05097,POL-0642,2024-11-01,178.18,Completado,Efectivo
PAG-05098,POL-0642,2024-12-01,178.18,Completado,Tarjeta
PAG-05099,POL-0642,2024-12-31,178.18,Pendiente,Transferencia
PAG-05100,POL-0642,2025-01-30,178.18,Pendiente,Transferencia
PAG-05101,POL-0642,2025-03-01,178.18,Completado,Tarjeta
PAG-05102,POL-0642,2025-03-31,178.18,Completado,Efectivo
PAG-05103,POL-0642,2025-04-30,178.18,Completado,Tarjeta
PAG-05104,POL-0642,2025-05-30,178.18,Completado,Tarjeta
PAG-05105,POL-0642,2025-06-29,178.18,Completado,Efectivo
PAG-05106,POL-0642,2025-07-29,178.18,Completado,Tarjeta
PAG-05107,POL-0643,2024-09-20,176.3,Completado,Efectivo
PAG-05108,POL-0643,2024-10-20,176.3,Completado,Efectivo
PAG-05109,POL-0643,2024-11-19,176.3,Completado,Efectivo
PAG-05110,POL-0643,2024-12-19,176.3,Completado,Efectivo
PAG-05111,POL-0643,2025-01-18,176.3,Completado,Tarjeta
PAG-05112,POL-0643,2025-02-17,176.3,Completado,Transferencia
PAG-05113,POL-0643,2025-03-19,176.3,Completado,Efectivo
PAG-05114,POL-0643,2025-04-18,176.3,Completado,Transferencia
PAG-05115,POL-0643,2025-05-18,176.3,Pendiente,Efectivo
PAG-05116,POL-0643,2025-06-17,176.3,Completado,Efectivo
PAG-05117,POL-0643,2025-07-17,176.3,Completado,Transferencia
PAG-05118,POL-0643,2025-08-16,176.3,Completado,Transferencia
PAG-05119,POL-0643,2025-09-15,176.3,Pendiente,Transferencia
PAG-05120,POL-0645,2025-02-23,268.53,Completado,Efectivo
PAG-05121,POL-0645,2025-03-25,268.53,Completado,Efectivo
